Threads,Dim,Version,Sym,Trans,SpeedupSym,SpeedupTrans,EfficencySym,EfficencyTrans
83,128,OMP,0.001543,8.50E-05,2.94E-02,6.61E-01,3.54E-02,7.97E-01
84,128,OMP,0.00159,9.08E-05,2.86E-02,6.19E-01,3.40E-02,7.37E-01
85,128,OMP,0.0018016,8.76E-05,2.52E-02,6.42E-01,2.96E-02,7.55E-01
86,128,OMP,0.0020864,7.70E-05,2.18E-02,7.30E-01,2.53E-02,8.49E-01
87,128,OMP,0.0024444,9.28E-05,1.86E-02,6.06E-01,2.13E-02,6.96E-01
88,128,OMP,0.0018132,8.42E-05,2.50E-02,6.67E-01,2.85E-02,7.58E-01
89,128,OMP,0.005242,9.76E-05,8.66E-03,5.76E-01,9.73E-03,6.47E-01
90,128,OMP,0.0033346,0.0001034,1.36E-02,5.44E-01,1.51E-02,6.04E-01
91,128,OMP,0.0054238,0.0010332,8.37E-03,5.44E-02,9.20E-03,5.98E-02
92,128,OMP,0.007145,0.0001052,6.35E-03,5.34E-01,6.91E-03,5.81E-01
93,128,OMP,0.0072904,0.0032942,6.23E-03,1.71E-02,6.70E-03,1.83E-02
94,128,OMP,0.0082286,0.0010584,5.52E-03,5.31E-02,5.87E-03,5.65E-02
95,128,OMP,0.0086092,0.0057112,5.27E-03,9.84E-03,5.55E-03,1.04E-02
96,128,OMP,0.010498,0.0085768,4.32E-03,6.55E-03,4.50E-03,6.83E-03
1,256,SEQ,0.0001792,0.0004318,0,0,0,0
1,256,OMP,0.0002286,0.0004246,0.7839020122,1.016957136,78.39020122,101.6957136
2,256,OMP,0.0003488,0.0003812,0.5137614679,1.13273872,25.68807339,56.63693599
3,256,OMP,0.0003126,0.0004044,0.5732565579,1.067754698,19.10855193,35.59182328
4,256,OMP,0.0003004,0.0002946,0.5965379494,1.465716225,14.91344874,36.64290563
5,256,OMP,0.0002902,0.0004106,0.6175051688,1.051631758,12.35010338,21.03263517
6,256,OMP,0.0003092,0.0003512,0.5795601552,1.229498861,9.659335921,20.49164768
7,256,OMP,0.000314,0.0003618,0.5707006369,1.193477059,8.152866242,17.04967227
8,256,OMP,0.000297,0.0004276,0.6033670034,1.009822264,7.542087542,12.6227783
9,256,OMP,0.0003422,0.000386,0.5236703682,1.11865285,5.818559647,12.42947611
10,256,OMP,0.0003406,0.0004342,0.5261303582,0.9944725933,5.261303582,9.944725933
11,256,OMP,0.0003174,0.0004276,0.5645872716,1.009822264,5.13261156,9.180202398
12,256,OMP,0.000321,0.00043,0.5582554517,1.004186047,4.652128764,8.368217054
13,256,OMP,0.0003482,0.0004578,0.5146467547,0.9432066405,3.95882119,7.255435696
14,256,OMP,0.0003702,0.0004902,0.4840626688,0.8808649531,3.457590492,6.291892522
15,256,OMP,0.0003886,0.0004818,0.461142563,0.896222499,3.074283754,5.97481666
16,256,OMP,0.0003914,0.0004856,0.4578436382,0.8892092257,2.861522739,5.557557661
17,256,OMP,0.0005324,0.0005072,0.3365890308,0.851340694,1.979935475,5.007886435
18,256,OMP,0.0004456,0.0005002,0.4021543986,0.8632546981,2.234191103,4.795859434
19,256,OMP,0.0004836,0.0005154,0.370554177,0.8377958867,1.950285142,4.409452035
20,256,OMP,0.0005056,0.0004992,0.3544303797,0.8649839744,1.772151899,4.324919872
21,256,OMP,0.000473,0.0004544,0.378858351,0.9502640845,1.804087385,4.525067069
22,256,OMP,0.0005248,0.0004878,0.3414634146,0.885198852,1.55210643,4.023631145
23,256,OMP,0.0005266,0.000483,0.34029624,0.8939958592,1.47954887,3.886938518
24,256,OMP,0.000532,0.0005106,0.3368421053,0.8456717587,1.403508772,3.523632328
25,256,OMP,0.0005682,0.0004902,0.3153819078,0.8808649531,1.261527631,3.523459812
26,256,OMP,0.000596,0.0004448,0.3006711409,0.9707733813,1.156427465,3.733743774
27,256,OMP,0.0005988,0.0005026,0.2992651971,0.8591325109,1.108389619,3.181972263
28,256,OMP,0.0005998,0.000435,0.2987662554,0.9926436782,1.067022341,3.545155993
29,256,OMP,0.0006086,0.000483,0.2944462701,0.8939958592,1.015331966,3.082744342
30,256,OMP,0.0006282,0.0004718,0.2852594715,0.9152183128,0.950864905,3.050727709
31,256,OMP,0.000668,0.0004472,0.2682634731,0.9655635063,0.8653660421,3.114720988
32,256,OMP,0.000636,0.0004768,0.2817610063,0.9056208054,0.8805031447,2.830065017
33,256,OMP,0.0006728,0.0004274,0.2663495838,1.010294806,0.807119951,3.061499412
34,256,OMP,0.000752,0.0004728,0.2382978723,0.9132825719,0.7008760951,2.686125212
35,256,OMP,0.0007074,0.000469,0.2533220243,0.9206823028,0.7237772123,2.630520865
36,256,OMP,0.0006834,0.0004918,0.2622183202,0.8779991867,0.7283842227,2.43888663
37,256,OMP,0.000691,0.0004376,0.2593342981,0.9867458867,0.7009035084,2.666880775
38,256,OMP,0.0007436,0.0004032,0.2409897795,1.07093254,0.6341836301,2.818243525
39,256,OMP,0.0007488,0.0004578,0.2393162393,0.9432066405,0.6136313829,2.418478565
40,256,OMP,0.0007454,0.0004746,0.2404078347,0.9098187948,0.6010195868,2.274546987
41,256,OMP,0.0008222,0.000468,0.2179518365,0.9226495726,0.5315898452,2.250364811
42,256,OMP,0.0007868,0.0004344,0.2277580071,0.994014733,0.5422809693,2.366701745
43,256,OMP,0.0008178,0.0004794,0.2191244803,0.9007092199,0.5095918147,2.094672604
44,256,OMP,0.000846,0.0004592,0.211820331,0.9403310105,0.4814098431,2.137115933
45,256,OMP,0.0008402,0.0004596,0.2132825518,0.9395126197,0.4739612262,2.087805821
46,256,OMP,0.0008658,0.0004322,0.206976207,0.9990745025,0.449948276,2.171901092
47,256,OMP,0.0009338,0.0004372,0.191904048,0.9876486734,0.4083064851,2.101380156
48,256,OMP,0.0009008,0.000417,0.1989342806,1.035491607,0.414446418,2.157274181
49,256,OMP,0.0009332,0.0004322,0.1920274325,0.9990745025,0.3918927194,2.038927556
50,256,OMP,0.0009366,0.0004328,0.1913303438,0.997689464,0.3826606876,1.995378928
51,256,OMP,0.0009778,0.0004302,0.1832685621,1.0037192,0.3593501217,1.968076863
52,256,OMP,0.0009794,0.0004456,0.1829691648,0.9690305206,0.3518637785,1.863520232
53,256,OMP,0.0009562,0.0004404,0.1874084919,0.9804722979,0.3536009282,1.849947732
54,256,OMP,0.0009962,0.0004458,0.1798835575,0.9685957829,0.3331176991,1.793695894
55,256,OMP,0.0010324,0.0004258,0.1735761333,1.014091123,0.3155929696,1.843802041
56,256,OMP,0.0010716,0.0004526,0.1672265771,0.9540433053,0.2986188876,1.70364876
57,256,OMP,0.0010498,0.0004254,0.1706991808,1.015044664,0.299472247,1.780780112
58,256,OMP,0.0010864,0.0004296,0.1649484536,1.005121043,0.2843938855,1.732967315
59,256,OMP,0.0010662,0.000395,0.1680735322,1.093164557,0.2848703935,1.852821283
60,256,OMP,0.0011568,0.0004434,0.1549100968,0.9738385205,0.2581834947,1.623064201
61,256,OMP,0.0011216,0.0004342,0.1597717546,0.9944725933,0.2619209092,1.63028294
62,256,OMP,0.0011366,0.0004218,0.1576632061,1.023707918,0.2542954936,1.651141804
63,256,OMP,0.0011248,0.0004212,0.1593172119,1.025166192,0.2528844634,1.627247924
64,256,OMP,0.001196,0.0004266,0.1498327759,1.012189405,0.2341137124,1.581545945
65,256,OMP,0.001187,0.0004262,0.150968829,1.013139371,0.2322597369,1.558675956
66,256,OMP,0.0012344,0.0004326,0.1451717434,0.9981507166,0.2199571869,1.512349571
67,256,OMP,0.0012466,0.0004078,0.1437510027,1.058852379,0.2145537354,1.580376685
68,256,OMP,0.0012534,0.0004674,0.1429711186,0.9238339752,0.2102516449,1.358579375
69,256,OMP,0.00146,0.0004404,0.122739726,0.9804722979,0.1778836609,1.420974345
70,256,OMP,0.001304,0.0004154,0.1374233129,1.039480019,0.1963190184,1.484971456
71,256,OMP,0.0013598,0.0004052,0.1317840859,1.065646594,0.1856113886,1.500910696
72,256,OMP,0.0013144,0.000435,0.1363359708,0.9926436782,0.189355515,1.378671775
73,256,OMP,0.001383,0.0004346,0.1295733912,0.9935572941,0.1774977961,1.361037389
74,256,OMP,0.001375,0.0004592,0.1303272727,0.9403310105,0.1761179361,1.270717582
75,256,OMP,0.001496,0.0004456,0.1197860963,0.9690305206,0.159714795,1.292040694
76,256,OMP,0.0014312,0.0004068,0.1252096143,1.061455261,0.1647494925,1.396651659
77,256,OMP,0.001463,0.0004556,0.1224880383,0.947761194,0.1590753744,1.230858694
78,256,OMP,0.0014558,0.0004318,0.1230938316,1,0.1578126046,1.282051282
79,256,OMP,0.0015194,0.000471,0.1179412926,0.9167728238,0.1492927755,1.160471929
80,256,OMP,0.0014948,0.0004426,0.1198822585,0.9755987347,0.1498528231,1.219498418
81,256,OMP,0.0015616,0.0004268,0.1147540984,1.011715089,0.1416717264,1.249030974
82,256,OMP,0.0015216,0.000456,0.1177707676,0.9469298246,0.1436228873,1.154792469
83,256,OMP,0.001631,0.0004282,0.1098712446,1.008407286,0.1323749935,1.214948538
84,256,OMP,0.0015856,0.0004436,0.1130171544,0.973399459,0.1345442314,1.15880888
85,256,OMP,0.001865,0.0004042,0.09608579088,1.068283028,0.1130421069,1.256803563
86,256,OMP,0.0038376,0.000434,0.04669585157,0.9949308756,0.05429750183,1.156896367
87,256,OMP,0.0020732,0.0004346,0.08643642678,0.9935572941,0.09935221469,1.142019878
88,256,OMP,0.0041114,0.0013556,0.04358612638,0.31853054,0.04952968907,0.3619665227
89,256,OMP,0.0032086,0.000426,0.05584990338,1.013615023,0.06275270043,1.138893285
90,256,OMP,0.0033624,0.0004108,0.05329526529,1.051119766,0.05921696143,1.167910851
91,256,OMP,0.003557,0.0004048,0.05037953331,1.066699605,0.05536212452,1.172197368
92,256,OMP,0.0063118,0.0025028,0.02839126715,0.17252677,0.03086007299,0.1875290978
93,256,OMP,0.0058014,0.0013416,0.03088909574,0.3218545021,0.03321408144,0.3460801098
94,256,OMP,0.0087378,0.0050432,0.02050859484,0.08562024112,0.02181765409,0.09108536289
95,256,OMP,0.0100134,0.0050754,0.01789601933,0.08507703826,0.01883791509,0.08955477712
96,256,OMP,0.0086912,0.0049778,0.0206185567,0.08674514846,0.02147766323,0.09035952964
1,512,SEQ,0.0011368,0.0030544,0,0,0,0
1,512,OMP,0.000866,0.0019794,1.312702079,1.543093867,131.2702079,154.3093867
2,512,OMP,0.0009052,0.0011772,1.25585506,2.594631329,62.79275298,129.7315664
3,512,OMP,0.0008498,0.0009844,1.337726524,3.102803738,44.59088413,103.4267913
4,512,OMP,0.0007556,0.0008392,1.504499735,3.639656816,37.61249338,90.9914204
5,512,OMP,0.0006242,0.0007468,1.82121115,4.089983931,36.42422301,81.79967863
6,512,OMP,0.0006796,0.0006916,1.672748676,4.41642568,27.87914459,73.60709466
7,512,OMP,0.0005268,0.0006558,2.1579347,4.657517536,30.82763857,66.5359648
8,512,OMP,0.0005356,0.0006382,2.122479462,4.785960514,26.53099328,59.82450642
9,512,OMP,0.0005486,0.0006496,2.07218374,4.701970443,23.02426378,52.24411604
10,512,OMP,0.0005304,0.0007074,2.143288084,4.317783432,21.43288084,43.17783432
11,512,OMP,0.0005462,0.0007128,2.081288905,4.285072952,18.92080823,38.95520865
12,512,OMP,0.0005154,0.000822,2.205665503,3.715815085,18.38054585,30.96512571
13,512,OMP,0.0004976,0.000754,2.284565916,4.050928382,17.57358397,31.16098755
14,512,OMP,0.0006172,0.0009148,1.841866494,3.338871885,13.15618924,23.84908489
15,512,OMP,0.0005258,0.0009344,2.162038798,3.268835616,14.41359199,21.79223744
16,512,OMP,0.0005162,0.0009602,2.202247191,3.181003958,13.76404494,19.88127473
17,512,OMP,0.0005344,0.000975,2.127245509,3.132717949,12.51320888,18.42775264
18,512,OMP,0.0005592,0.0010096,2.032904149,3.025356577,11.29391194,16.80753654
19,512,OMP,0.000567,0.0010168,2.004938272,3.00393391,10.55230669,15.81017848
20,512,OMP,0.0005742,0.001083,1.97979798,2.820313943,9.898989899,14.10156971
21,512,OMP,0.0005732,0.0010956,1.983251919,2.787878788,9.444056757,13.27561328
22,512,OMP,0.000606,0.0011328,1.875907591,2.696327684,8.526852685,12.25603493
23,512,OMP,0.000588,0.0011526,1.933333333,2.650008676,8.405797101,11.52177685
24,512,OMP,0.0006556,0.0011968,1.733984137,2.552139037,7.224933903,10.63391266
25,512,OMP,0.0006288,0.0012166,1.807888041,2.510603321,7.231552163,10.04241328
26,512,OMP,0.000668,0.0012332,1.701796407,2.476808304,6.545370797,9.526185783
27,512,OMP,0.0006748,0.0013422,1.684647303,2.275666816,6.239434455,8.428395614
28,512,OMP,0.0006734,0.001394,1.688149688,2.191104735,6.029106029,7.825374052
29,512,OMP,0.0007164,0.0014206,1.586823004,2.150077432,5.471803462,7.414060111
30,512,OMP,0.000761,0.0013832,1.493823916,2.20821284,4.979413053,7.360709466
31,512,OMP,0.000737,0.0014804,1.542469471,2.063226155,4.97570797,6.655568242
32,512,OMP,0.0007988,0.001531,1.423134702,1.995035924,4.447295944,6.234487263
33,512,OMP,0.0008086,0.0014426,1.405886718,2.11728823,4.260262781,6.416024938
34,512,OMP,0.0007992,0.0016078,1.422422422,1.899738773,4.18359536,5.587466981
35,512,OMP,0.000816,0.001558,1.393137255,1.960462131,3.980392157,5.601320374
36,512,OMP,0.0008916,0.0016656,1.275011216,1.833813641,3.541697822,5.09392678
37,512,OMP,0.0008718,0.0016634,1.3039688,1.836239028,3.52424,4.962808185
38,512,OMP,0.0009064,0.0016534,1.25419241,1.847344865,3.300506341,4.861433856
39,512,OMP,0.0009678,0.0017262,1.174622856,1.769435755,3.011853477,4.537014756
40,512,OMP,0.0009052,0.0018188,1.25585506,1.679349021,3.139637649,4.198372553
41,512,OMP,0.0009508,0.0018444,1.195624737,1.656039905,2.916157895,4.039121718
42,512,OMP,0.0009298,0.0018716,1.222628522,1.631972644,2.911020291,3.885649152
43,512,OMP,0.0009716,0.00185,1.170028818,1.651027027,2.720997252,3.839597737
44,512,OMP,0.00104,0.0019334,1.093076923,1.579807593,2.484265734,3.590471802
45,512,OMP,0.000985,0.0019026,1.154111675,1.605382109,2.564692611,3.567515797
46,512,OMP,0.0010638,0.0020188,1.068621921,1.512978007,2.323091134,3.289082623
47,512,OMP,0.0010416,0.0019398,1.091397849,1.574595319,2.322123084,3.350202807
48,512,OMP,0.001035,0.0021304,1.098357488,1.433721367,2.288244767,2.986919514
49,512,OMP,0.0010576,0.0020502,1.074886536,1.489805873,2.193645991,3.040420148
50,512,OMP,0.0010788,0.0020678,1.053763441,1.477125447,2.107526882,2.954250895
51,512,OMP,0.001081,0.0022436,1.051618871,1.361383491,2.061997787,2.669379394
52,512,OMP,0.0011014,0.0022466,1.032140912,1.359565566,1.984886368,2.614549165
53,512,OMP,0.001105,0.0021944,1.028778281,1.391906672,1.941091095,2.626239003
54,512,OMP,0.001114,0.0023198,1.020466786,1.31666523,1.889753308,2.438268944
55,512,OMP,0.001171,0.0024708,0.970794193,1.236198802,1.765080351,2.247634185
56,512,OMP,0.0011788,0.002389,0.9643705463,1.27852658,1.722090261,2.283083179
57,512,OMP,0.0012462,0.0024556,0.9122131279,1.24385079,1.600373909,2.182194368
58,512,OMP,0.0012028,0.0024018,0.9451280346,1.271712882,1.629531094,2.192608417
59,512,OMP,0.0012158,0.0024066,0.9350222076,1.269176431,1.584783403,2.151146494
60,512,OMP,0.0012292,0.0025412,0.9248291572,1.201951834,1.541381929,2.003253056
61,512,OMP,0.0012982,0.0024992,0.8756740102,1.222151088,1.435531164,2.003526374
62,512,OMP,0.0012582,0.0025696,0.903512955,1.188667497,1.45727896,1.91720564
63,512,OMP,0.0012594,0.0025266,0.9026520565,1.208897332,1.432781042,1.918884655
64,512,OMP,0.0013378,0.0025612,0.8497533264,1.192565985,1.327739572,1.863384351
65,512,OMP,0.001355,0.002621,0.8389667897,1.165356734,1.290718138,1.792856514
66,512,OMP,0.0013566,0.0025536,0.8379772962,1.196115288,1.26966257,1.812295891
67,512,OMP,0.0013846,0.0024892,0.8210313448,1.227060903,1.225419918,1.831434184
68,512,OMP,0.001554,0.0026164,0.7315315315,1.167405595,1.075781664,1.716772935
69,512,OMP,0.0014728,0.0026184,0.7718631179,1.166513902,1.1186422,1.690599857
70,512,OMP,0.001529,0.0026796,0.7434924787,1.139871623,1.062132112,1.628388032
71,512,OMP,0.0015764,0.0026042,0.7211367673,1.172874587,1.015685588,1.651936038
72,512,OMP,0.0015096,0.0025506,0.7530471648,1.197522152,1.04589884,1.663225211
73,512,OMP,0.0015186,0.0025286,0.7485842223,1.207941153,1.025457839,1.654713909
74,512,OMP,0.0015264,0.0026224,0.7447589099,1.164734594,1.006430959,1.573965668
75,512,OMP,0.0016486,0.0026526,0.6895547737,1.151474025,0.919406365,1.535298701
76,512,OMP,0.0016434,0.002752,0.6917366435,1.109883721,0.9101797941,1.460373317
77,512,OMP,0.0015438,0.0026112,0.7363648141,1.169730392,0.9563179404,1.519130379
78,512,OMP,0.0016176,0.0025862,0.7027695351,1.181037816,0.9009865835,1.514151046
79,512,OMP,0.0017476,0.0026562,0.6504921035,1.14991341,0.8234077259,1.455586595
80,512,OMP,0.0017772,0.0027722,0.6396578888,1.101796407,0.799572361,1.377245509
81,512,OMP,0.0017042,0.002804,0.6670578571,1.089300999,0.8235282186,1.344816048
82,512,OMP,0.0017028,0.0025688,0.6676062955,1.189037683,0.8141540189,1.450045955
83,512,OMP,0.0018006,0.0026784,0.6313451072,1.140382318,0.7606567556,1.3739546
84,512,OMP,0.0018724,0.002545,0.6071352275,1.200157171,0.7227800328,1.428758537
85,512,OMP,0.002163,0.0025892,0.525566343,1.179669396,0.6183133448,1.387846348
86,512,OMP,0.001995,0.002645,0.5698245614,1.154782609,0.6625866993,1.342770475
87,512,OMP,0.0025152,0.0026626,0.4519720102,1.147149403,0.5195080577,1.318562532
88,512,OMP,0.0038886,0.0027218,0.2923417168,1.122198545,0.3322064964,1.275225619
89,512,OMP,0.0047336,0.0027226,0.2401554842,1.121868802,0.2698376227,1.260526744
90,512,OMP,0.0039016,0.0026548,0.291367644,1.150519813,0.3237418267,1.278355348
91,512,OMP,0.0050266,0.0036122,0.2261568456,0.8455788716,0.2485240061,0.9292075512
92,512,OMP,0.0077588,0.0053216,0.1465175027,0.573962718,0.1592581551,0.6238725195
93,512,OMP,0.0089544,0.006401,0.1269543465,0.4771754413,0.13651005,0.5130918724
94,512,OMP,0.0079462,0.0057312,0.1430620926,0.5329424902,0.1521937155,0.566960096
95,512,OMP,0.0082712,0.0063252,0.1374407583,0.4828938215,0.1446744824,0.5083092858
96,512,OMP,0.0108664,0.0067514,0.1046160642,0.4524098705,0.1089750669,0.4712602818
1,1024,SEQ,0.0050552,0.021889,0,0,0,0
1,1024,OMP,0.0035262,0.0097576,1.433611253,2.243277035,143.3611253,224.3277035
2,1024,OMP,0.0026368,0.006355,1.91717233,3.444374508,95.8586165,172.2187254
3,1024,OMP,0.0021522,0.0046236,2.348852337,4.734189809,78.2950779,157.806327
4,1024,OMP,0.0019346,0.0038354,2.613046625,5.707097043,65.32616562,142.6774261
5,1024,OMP,0.00151,0.0031288,3.34781457,6.995972897,66.95629139,139.9194579
6,1024,OMP,0.0015156,0.0026362,3.335444708,8.303239511,55.59074514,138.3873252
7,1024,OMP,0.0014668,0.0023396,3.446413962,9.355872799,49.23448518,133.6553257
8,1024,OMP,0.001331,0.0021002,3.798046582,10.42234073,47.47558227,130.2792591
9,1024,OMP,0.0013046,0.0019604,3.874904185,11.16557845,43.05449095,124.0619828
10,1024,OMP,0.0012492,0.0017328,4.04674992,12.63215605,40.4674992,126.3215605
11,1024,OMP,0.0010926,0.0016256,4.626761852,13.46518209,42.06147139,122.4107462
12,1024,OMP,0.0010994,0.0015656,4.598144442,13.98122126,38.31787035,116.5101771
13,1024,OMP,0.0011146,0.0014376,4.535438722,15.22607123,34.88799017,117.1236248
14,1024,OMP,0.0010758,0.0013858,4.699014687,15.79520854,33.56439062,112.8229182
15,1024,OMP,0.0011338,0.0013522,4.45863468,16.18769413,29.7242312,107.9179609
16,1024,OMP,0.0011252,0.001345,4.492712407,16.27434944,28.07945254,101.714684
17,1024,OMP,0.0010294,0.001333,4.910821838,16.42085521,28.88718728,96.59326596
18,1024,OMP,0.0010452,0.001306,4.836586299,16.76033691,26.86992388,93.11298281
19,1024,OMP,0.0010458,0.0012742,4.833811436,17.17862188,25.44111282,90.41379937
20,1024,OMP,0.0010582,0.0012276,4.777168777,17.83072662,23.88584389,89.15363311
21,1024,OMP,0.0010512,0.0012268,4.808980213,17.84235409,22.89990578,84.96359091
22,1024,OMP,0.0010656,0.0013824,4.743993994,15.83405671,21.56360906,71.97298506
23,1024,OMP,0.0010338,0.0013638,4.889920681,16.05000733,21.2605247,69.78264058
24,1024,OMP,0.0010508,0.0014524,4.810810811,15.0709171,20.04504505,62.79548793
25,1024,OMP,0.0010162,0.0013232,4.974611297,16.54247279,19.89844519,66.16989117
26,1024,OMP,0.0011278,0.0015368,4.482355027,14.24323269,17.23982703,54.7816642
27,1024,OMP,0.0010328,0.0015172,4.894655306,14.42723438,18.12835299,53.4342014
28,1024,OMP,0.001049,0.0018714,4.819065777,11.69659079,17.2109492,41.77353853
29,1024,OMP,0.0010648,0.0013614,4.747558227,16.07830175,16.37089044,55.44241982
30,1024,OMP,0.0011034,0.0020464,4.58147544,10.6963448,15.2715848,35.65448267
31,1024,OMP,0.0011014,0.001876,4.589794807,11.66791045,14.8057897,37.6384208
32,1024,OMP,0.0011416,0.0014638,4.428170988,14.95354557,13.83803434,46.72982989
33,1024,OMP,0.0011454,0.002282,4.413480007,9.59202454,13.37418184,29.06674103
34,1024,OMP,0.001167,0.0020686,4.331790917,10.58155274,12.74056152,31.12221394
35,1024,OMP,0.0012226,0.0019844,4.1347947,11.0305382,11.81369914,31.51582342
36,1024,OMP,0.0012198,0.0020798,4.144285949,10.52456967,11.51190541,29.23491575
37,1024,OMP,0.00123,0.0018338,4.109918699,11.93641618,11.10788838,32.26058428
38,1024,OMP,0.0011692,0.001805,4.323640096,12.12686981,11.37800025,31.91281528
39,1024,OMP,0.001258,0.0026068,4.018441971,8.39688507,10.30369736,21.53047454
40,1024,OMP,0.001195,0.0026004,4.230292887,8.417551146,10.57573222,21.04387786
41,1024,OMP,0.0012224,0.0022644,4.135471204,9.666578343,10.08651513,23.57702035
42,1024,OMP,0.0012934,0.0016894,3.908458327,12.95667101,9.305853159,30.84921668
43,1024,OMP,0.0012942,0.0032474,3.906042343,6.740469299,9.083819402,15.67551
44,1024,OMP,0.0012866,0.003187,3.929115498,6.868214622,8.92980795,15.60957869
45,1024,OMP,0.0012818,0.0026084,3.94382899,8.391734397,8.764064423,18.64829866
46,1024,OMP,0.0012688,0.0026072,3.984237074,8.395596809,8.661384944,18.25129741
47,1024,OMP,0.0014248,0.0038978,3.548006738,5.615731951,7.548950506,11.94836585
48,1024,OMP,0.0014166,0.0033912,3.568544402,6.454647322,7.434467504,13.44718192
49,1024,OMP,0.0014312,0.0035018,3.532140861,6.25078531,7.208450736,12.75670472
50,1024,OMP,0.0013848,0.0023736,3.650491046,9.221857095,7.300982091,18.44371419
51,1024,OMP,0.0014538,0.0032922,3.477232081,6.64874552,6.81810212,13.03675592
52,1024,OMP,0.0014658,0.0034054,3.448765179,6.427732425,6.63224073,12.36102389
53,1024,OMP,0.0014376,0.0029072,3.516416249,7.529237755,6.63474764,14.20610897
54,1024,OMP,0.001508,0.003477,3.352254642,6.295369571,6.207878966,11.6580918
55,1024,OMP,0.0015066,0.002541,3.355369707,8.614325069,6.100672194,15.66240922
56,1024,OMP,0.001539,0.0018744,3.284730344,11.67787025,5.865589901,20.85333974
57,1024,OMP,0.0015136,0.0026308,3.339852008,8.320282804,5.859389489,14.59698737
58,1024,OMP,0.0015086,0.0028296,3.350921384,7.735722364,5.777450662,13.33745235
59,1024,OMP,0.0016336,0.0044162,3.094515181,4.956523708,5.244940985,8.400887641
60,1024,OMP,0.0016358,0.0030738,3.090353344,7.12115297,5.150588907,11.86858828
61,1024,OMP,0.0016614,0.001744,3.042735043,12.55103211,4.988090234,20.57546248
62,1024,OMP,0.0016966,0.0045384,2.979606271,4.823065397,4.805816567,7.779137738
63,1024,OMP,0.0016338,0.0031686,3.094136369,6.908098214,4.91132757,10.96523526
64,1024,OMP,0.0016274,0.0041188,3.106304535,5.314411965,4.853600836,8.303768695
65,1024,OMP,0.0017484,0.0039948,2.891329215,5.479373185,4.448198793,8.4298049
66,1024,OMP,0.001699,0.0047056,2.975397293,4.651691601,4.508177716,7.048017578
67,1024,OMP,0.0017146,0.003663,2.94832614,5.975702976,4.400486776,8.918959665
68,1024,OMP,0.0017536,0.003284,2.882755474,6.665347138,4.239346286,9.801981085
69,1024,OMP,0.001798,0.0042506,2.811568409,5.149625935,4.074736825,7.463225993
70,1024,OMP,0.0018678,0.0041522,2.706499625,5.271663215,3.866428036,7.53094745
71,1024,OMP,0.0018924,0.0035244,2.671316846,6.210702531,3.762418093,8.747468353
72,1024,OMP,0.001908,0.0039216,2.649475891,5.581650347,3.679827626,7.752292148
73,1024,OMP,0.0018822,0.0047372,2.685793221,4.620661994,3.679168795,6.329673965
74,1024,OMP,0.0019586,0.0045374,2.581027264,4.824128355,3.487874682,6.519092372
75,1024,OMP,0.0019674,0.003731,2.569482566,5.866791745,3.425976754,7.822388993
76,1024,OMP,0.0019954,0.0031502,2.533426882,6.948447718,3.333456423,9.142694365
77,1024,OMP,0.0020236,0.0042286,2.498122159,5.176417727,3.244314492,6.722620425
78,1024,OMP,0.0020396,0.0037174,2.478525201,5.888255232,3.177596412,7.549045169
79,1024,OMP,0.002046,0.004511,2.470772239,4.852360896,3.127559796,6.142228982
80,1024,OMP,0.0020914,0.0039244,2.417136846,5.577667924,3.021421058,6.972084905
81,1024,OMP,0.0020436,0.003597,2.473673909,6.085348902,3.053918406,7.512776422
82,1024,OMP,0.0021634,0.0052926,2.336692244,4.135774478,2.849624687,5.043627412
83,1024,OMP,0.0020904,0.0062842,2.41829315,3.483180039,2.913606204,4.196602456
84,1024,OMP,0.0025202,0.0053284,2.00587255,4.107987388,2.387943512,4.890461177
85,1024,OMP,0.0021766,0.006046,2.322521364,3.620410189,2.732378075,4.259306104
86,1024,OMP,0.002493,0.0064044,2.027757722,3.417806508,2.357857816,3.974193614
87,1024,OMP,0.0034716,0.0042524,1.456158544,5.147446148,1.673745452,5.916604768
88,1024,OMP,0.0023564,0.0055386,2.1453064,3.952081754,2.437848181,4.491001993
89,1024,OMP,0.0028396,0.0048824,1.78025074,4.483245945,2.00028173,5.037354994
90,1024,OMP,0.0031052,0.0042096,1.627978874,5.199781452,1.808865416,5.777534947
91,1024,OMP,0.0059786,0.0061656,0.8455491252,3.550181653,0.9291748629,3.90129852
92,1024,OMP,0.0056506,0.0058974,0.8946306587,3.711635636,0.972424629,4.034386561
93,1024,OMP,0.0076694,0.0075148,0.6591389157,2.912785437,0.7087515222,3.132027351
94,1024,OMP,0.004186,0.0076304,1.207644529,2.868656951,1.284728223,3.051762714
95,1024,OMP,0.0082288,0.0094924,0.6143301575,2.305950023,0.6466633237,2.427315814
96,1024,OMP,0.0087176,0.0102814,0.5798843718,2.128990215,0.6040462207,2.217698141
1,2048,SEQ,0.0231482,0.118614,0,0,0,0
1,2048,OMP,0.014459,0.042346,1.600954423,2.801067397,160.0954423,280.1067397
2,2048,OMP,0.0107952,0.0246262,2.144304876,4.816577466,107.2152438,240.8288733
3,2048,OMP,0.0081028,0.0188404,2.856814928,6.295726205,95.22716427,209.8575402
4,2048,OMP,0.0070348,0.015033,3.290527094,7.890241469,82.26317735,197.2560367
