Processes,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose
53,32,MPI DT,0.000742,0.0025678000000000003
54,32,MPI DT,0.000659,0.0006164
55,32,MPI DT,0.0002726,0.0007618
56,32,MPI DT,0.0003992,0.0020658
57,32,MPI DT,0.0005424,0.0006387999999999999
58,32,MPI DT,0.00046180000000000006,0.0007250000000000001
59,32,MPI DT,0.0017074,0.0006022
60,32,MPI DT,0.0008014000000000001,0.0006214
61,32,MPI DT,0.0021738,0.0006630000000000001
62,32,MPI DT,0.0008029999999999999,0.0006802
63,32,MPI DT,0.0008828000000000001,0.0006918
64,32,MPI DT,0.0007082000000000001,0.0006676
65,32,MPI DT,0.0008756,0.0006402
66,32,MPI DT,0.0005642,0.0007282
67,32,MPI DT,0.000556,0.0006473999999999999
68,32,MPI DT,0.0007424,0.0006216
69,32,MPI DT,0.0010344,0.0007245999999999999
70,32,MPI DT,0.0008084000000000001,0.0006644
71,32,MPI DT,0.0004152,0.0006896000000000001
72,32,MPI DT,0.0007402,0.0006162
73,32,MPI DT,0.0008286000000000002,0.000647
74,32,MPI DT,0.0008288,0.0008138000000000002
75,32,MPI DT,0.0007354,0.0007502
76,32,MPI DT,0.0008358,0.00321
77,32,MPI DT,0.0010155999999999997,0.0028098
78,32,MPI DT,0.0008684000000000001,0.000735
79,32,MPI DT,0.0053517999999999994,0.0034343999999999998
80,32,MPI DT,0.0007771999999999999,0.0008008000000000002
81,32,MPI DT,0.005576,0.0057178
82,32,MPI DT,0.0006068,0.0007768
83,32,MPI DT,0.0058046,0.005643199999999999
84,32,MPI DT,0.0008575999999999998,0.0009295999999999998
85,32,MPI DT,0.0030562000000000002,0.0017437999999999998
86,32,MPI DT,0.0008085999999999999,0.0008028
87,32,MPI DT,0.007513000000000001,0.0033334000000000003
88,32,MPI DT,0.0030164000000000007,0.0035985999999999995
89,32,MPI DT,0.004453,0.0011416
90,32,MPI DT,0.002819,0.0032626
91,32,MPI DT,0.0049046,0.0033034
92,32,MPI DT,0.0110998,0.0039608
93,32,MPI DT,0.0083386,0.0057206
94,32,MPI DT,0.0063159999999999996,0.005723799999999999
95,32,MPI DT,0.0054986,0.0033502
96,32,MPI DT,0.010489799999999999,0.0057058000000000005
1,64,SEQ,1.16e-05,1.1400000000000001e-05
1,64,MPI B,2.9800000000000003e-05,1.4400000000000001e-05
2,64,MPI B,0.0003626,7.76e-05
3,64,MPI B,0.00024100000000000003,0.00037899999999999994
4,64,MPI B,0.00046259999999999997,0.00039579999999999997
5,64,MPI B,0.00046100000000000004,0.00040800000000000005
6,64,MPI B,0.000244,0.00048199999999999995
7,64,MPI B,0.0004346,0.0005176
8,64,MPI B,0.00040359999999999994,0.00047159999999999997
9,64,MPI B,0.0005524,0.0005166000000000001
10,64,MPI B,0.00041380000000000003,0.0005849999999999999
11,64,MPI B,0.0004906000000000001,0.0005764
12,64,MPI B,0.000609,0.0005486
13,64,MPI B,0.000439,0.000614
14,64,MPI B,0.00045900000000000004,0.0006364
15,64,MPI B,0.000477,0.0006058000000000001
16,64,MPI B,0.00040439999999999996,0.0005768
17,64,MPI B,0.0005204,0.0006490000000000001
18,64,MPI B,0.0005549999999999999,0.0007124
19,64,MPI B,0.000327,0.000653
20,64,MPI B,0.0008084000000000001,0.0007737999999999999
21,64,MPI B,0.0010623999999999998,0.000632
22,64,MPI B,0.0003658,0.0006853999999999999
23,64,MPI B,0.00046499999999999997,0.0008288
24,64,MPI B,0.00041600000000000003,0.0007094
25,64,MPI B,0.0005598000000000001,0.0007092
26,64,MPI B,0.0004117999999999999,0.000709
27,64,MPI B,0.0004785999999999999,0.0009846
28,64,MPI B,0.0004566,0.0007329999999999999
29,64,MPI B,0.0005481999999999999,0.0007224
